1/1/1978,0.5,0.5,-2.983,-5.731,-0.235
2/1/1978,0.524989585,0.475010415,-0.876602429,-2.02,0.3871
3/1/1978,0.549916708,0.450083292,1.777154069,2.971,0.3185
4/1/1978,0.574719066,0.425280934,5.239183398,9.011,0.142
5/1/1978,0.599334665,0.400665335,0.334888012,0.86,-0.4506
6/1/1978,0.62370198,0.37629802,-0.835226501,-1.324,-0.0251
7/1/1978,0.647760103,0.352239897,4.181951893,5.836,1.1402
8/1/1978,0.671448904,0.328551096,2.545284844,3.016,1.5833
9/1/1978,0.694709171,0.305290829,-0.227815709,-0.31,-0.0408
10/1/1978,0.717482767,0.282517233,-6.669798472,-8.74,-1.4123
11/1/1978,0.739712769,0.260287231,1.826956001,2.126,0.9771
12/1/1978,0.761343614,0.238656386,1.251846394,1.945,-0.9594
1/1/1979,0.782321237,0.217678763,3.874589991,4.432,1.8713
2/1/1979,0.802593203,0.197406797,-2.658143107,-3.208,-0.4226
3/1/1979,0.822108844,0.177891156,5.09915415,5.98,1.0284
4/1/1979,0.84081938,0.15918062,0.491396249,0.615,-0.1615
5/1/1979,0.858678045,0.141321955,-1.606027653,-2.178,1.8693
6/1/1979,0.875640203,0.124359797,4.070084374,4.339,2.1766
7/1/1979,0.891663455,0.108336545,1.192744205,1.332,0.0466
8/1/1979,0.906707752,0.093292248,5.20325006,5.765,-0.2564
9/1/1979,0.920735492,0.079264508,0.322371471,0.44,-1.044
10/1/1979,0.933711613,0.066288387,-6.369331281,-6.39,-6.0782
11/1/1979,0.94560368,0.05439632,4.621934314,4.72,2.9172
12/1/1979,0.95638197,0.04361803,2.119586027,2.204,0.2687
1/1/1980,0.966019543,0.033980457,5.898364754,6.213,-3.0463
2/1/1980,0.97449231,0.02550769,-0.162579548,-0.012,-5.9153
3/1/1980,0.981779093,0.018220907,-9.571868438,-9.751,0.0801
4/1/1980,0.987861679,0.012138321,4.704490619,4.623,11.3365
5/1/1980,0.992724865,0.007275135,5.142867327,5.146,4.7154
6/1/1980,0.996356496,0.003643504,3.159340686,3.164,1.8852
7/1/1980,0.998747493,0.001252507,6.947694248,6.959,-2.0675
8/1/1980,0.999891882,0.000108118,1.010503652,1.011,-3.5798
9/1/1980,0.999786802,0.000213198,2.941149509,2.942,-1.0472
10/1/1980,0.998432514,0.001567486,2.017033578,2.022,-1.1464
11/1/1980,0.995832405,0.004167595,10.60583369,10.651,-0.1865
12/1/1980,0.991992973,0.008007027,-2.967014846,-3.013,2.7301
1/1/1981,0.986923815,0.013076185,-4.148407909,-4.204,0.0474
2/1/1981,0.980637601,0.019362399,1.646037845,1.716,-1.8973
3/1/1981,0.973150044,0.026849956,3.943779626,3.987,2.3773
4/1/1981,0.964479858,0.035520142,-1.993890728,-1.936,-3.5658
5/1/1981,0.954648713,0.045351287,0.405359919,0.254,3.5915
6/1/1981,0.943681184,0.056318816,-0.598894865,-0.621,-0.2285
7/1/1981,0.931604683,0.068395317,0.061975999,0.208,-1.927
8/1/1981,0.918449395,0.081550605,-5.480692971,-5.78,-2.1098
9/1/1981,0.904248202,0.095751798,-4.458818615,-4.924,-0.0658
10/1/1981,0.889036598,0.110963402,5.450244228,5.4,5.8528
11/1/1981,8.73E-01,0.127147394,4.680728257,4.121,8.5232
12/1/1981,0.855736676,0.144263324,-2.732014327,-2.562,-3.7405
1/1/1982,0.83773159,0.16226841,-0.986383845,-1.3,0.6327
2/1/1982,0.818882351,0.181117649,-4.225485451,-5.592,1.9529
3/1/1982,0.799236072,0.200763928,-0.164688979,-0.525,1.2697
4/1/1982,0.778841859,0.221158141,4.143811828,4.525,2.8014
5/1/1982,0.757750686,0.242249314,-2.192056679,-3.412,1.6239
6/1/1982,0.736015271,0.263984729,-1.522291,-1.505,-1.5705
7/1/1982,0.71368994,0.28631006,-0.034525316,-1.773,4.299
8/1/1982,0.690830496,0.309169504,10.07133514,12.136,5.4579
9/1/1982,0.667494075,0.332505925,2.176280112,1.244,4.0478
10/1/1982,0.643739006,0.356260994,9.296479193,11.51,5.2968
11/1/1982,0.619624665,0.380375335,2.874328761,4.039,0.9771
12/1/1982,0.595211324,0.404788676,1.960516502,1.927,2.0098
1/1/1983,0.570560004,0.429439996,2.194187406,3.719,0.1683
2/1/1983,0.545732321,0.454267679,2.554157877,2.292,2.8691
3/1/1983,0.520790331,0.479209669,2.049064891,3.694,0.2614
4/1/1983,0.495796376,0.504203624,5.313183378,7.882,2.7872
5/1/1983,0.470812928,0.529187072,-1.104260206,-0.872,-1.3109
6/1/1983,0.445902433,0.554097567,1.793904313,3.89,0.1071
7/1/1983,0.421127153,0.578872847,-2.609616989,-2.946,-2.3649
8/1/1983,0.396549014,0.603450986,1.014368513,1.499,0.6959
9/1/1983,0.372229449,0.627770551,2.58362891,1.379,3.2979
10/1/1983,0.348229244,0.651770756,-0.169088721,-1.156,0.3582
11/1/1983,0.324608386,0.675391614,1.457517249,2.109,1.1444
12/1/1983,0.301425916,0.698574084,-0.02351953,-0.523,0.192
1/1/1984,0.278739778,0.721260222,1.331485403,-0.558,2.0617
2/1/1984,0.256606676,0.743393324,-1.28406231,-3.519,-0.5126
3/1/1984,0.23508193,0.76491807,-0.451305648,1.732,-1.1223
4/1/1984,0.214219341,0.785780659,0.043711442,0.923,-0.196
5/1/1984,0.194071055,0.805928945,-3.591632029,-5.561,-3.1174
6/1/1984,0.174687431,0.825312569,1.431599816,2.145,1.2806
7/1/1984,0.15611692,0.84388308,3.603382547,-1.24,4.4994
8/1/1984,0.138405938,0.861594062,2.979531826,11.045,1.6839
9/1/1984,0.121598752,0.878401248,2.089121333,0.024,2.375
10/1/1984,0.105737373,0.894262627,3.834796937,0.385,4.2427
11/1/1984,0.090861444,0.909138556,1.524411316,-1.12,1.7887
12/1/1984,0.077008149,0.922991851,1.551038371,2.635,1.4606
1/1/1985,0.064212114,0.935787886,2.630632547,7.793,2.2764
2/1/1985,0.052505321,0.947494679,-1.873486838,1.227,-2.0453
3/1/1985,0.041917032,0.958082968,1.955884521,0.063,2.0387
4/1/1985,0.032473711,0.967526289,1.998211989,-0.09,2.0683
5/1/1985,0.024198963,0.975801037,5.239016689,5.776,5.2257
6/1/1985,0.01711347,0.98288653,1.065791931,1.565,1.0571
7/1/1985,0.011234941,0.988765059,-0.346400208,-0.144,-0.3487
8/1/1985,0.006578071,0.993421929,1.861797136,-0.857,1.8798
9/1/1985,0.003154498,0.996845502,0.591236876,-3.126,0.603
10/1/1985,0.000972781,0.999027219,2.098454326,4.619,2.096
11/1/1985,3.83712E-05,0.999961629,2.403070986,6.859,2.4029
12/1/1985,0.000353606,0.999646394,3.057229913,4.838,3.0566
1/1/1986,0.001917696,0.998082304,0.556307095,0.56,0.5563
2/1/1986,0.004726732,0.995273268,3.959183001,7.472,3.9425
3/1/1986,0.008773694,0.991226306,3.127318401,5.581,3.1056
4/1/1986,0.014048465,0.985951535,0.506651195,-1.125,0.5299
5/1/1986,0.020537863,0.979462137,-1.762846167,5.317,-1.9113
6/1/1986,0.028225666,0.971774334,2.591543276,1.691,2.6177
7/1/1986,0.037092659,0.962907341,0.644980523,-5.591,0.8852
8/1/1986,0.047116679,0.952883321,2.717238112,7.414,2.485
9/1/1986,0.058272672,0.941727328,-1.41109498,-8.268,-0.9868
10/1/1986,0.070532753,0.929467247,1.750518892,5.77,1.4455
11/1/1986,0.083866279,0.916133721,1.485290654,2.429,1.3989
12/1/1986,0.098239922,0.901760078,0.087624036,-2.553,0.3753
1/1/1987,0.113617756,0.886382244,2.779534734,13.467,1.4096
2/1/1987,1.30E-01,0.870038655,1.116502154,3.949,0.6934
3/1/1987,0.147229837,0.852770163,0.040561798,2.886,-0.4507
4/1/1987,0.165380071,0.834619929,-2.435219968,-0.887,-2.742
5/1/1987,0.184366681,0.815633319,-0.159598575,0.865,-0.3912
6/1/1987,0.20414221,0.79585779,2.126381792,5.051,1.3762
7/1/1987,0.224657229,0.775342771,1.078791853,5.067,-0.0768
8/1/1987,0.245860461,0.754139539,0.513273593,3.729,-0.5351
9/1/1987,0.26769891,0.73230109,-2.145890253,-2.191,-2.1294
10/1/1987,0.290117991,0.709882009,-3.719156045,-21.534,3.5615
11/1/1987,0.313061668,0.686938332,-2.030085354,-8.242,0.8009
12/1/1987,0.336472593,0.663527407,3.463001221,7.606,1.3621
1/1/1988,0.360292251,0.639707749,3.764306062,4.2066,3.5152
2/1/1988,0.384461106,0.615538894,2.522194975,4.6599,1.187
3/1/1988,0.408918748,0.591081252,-1.819210983,-3.0924,-0.9384
4/1/1988,0.433604046,0.566395954,0.173375132,1.1047,-0.5396
5/1/1988,0.458455299,0.541544701,0.029428298,0.8581,-0.6721
6/1/1988,0.483410392,0.516589608,3.462180643,4.5838,2.4126
7/1/1988,0.50840695,0.49159305,-0.451748647,-0.3815,-0.5244
8/1/1988,0.533382496,0.466617504,-1.693813612,-3.4049,0.2621
9/1/1988,0.558274602,0.441725398,3.374587322,4.2534,2.2639
10/1/1988,0.583021053,0.416978947,2.430581488,2.8225,1.8826
11/1/1988,0.607559994,0.392440006,-1.342469867,-1.425,-1.2147
12/1/1988,0.631830091,0.368169909,1.143520343,1.7443,0.1125
1/1/1989,0.655770682,0.344229318,5.288829673,7.3098,1.4388
2/1/1989,0.679321927,0.320678073,-1.917213778,-2.4801,-0.7248
3/1/1989,0.70242496,0.29757504,1.758548568,2.3204,0.4323
4/1/1989,0.725022037,0.274977963,4.34913109,5.205,2.0925
5/1/1989,0.747056676,0.252943324,3.687026366,4.0457,2.6277
6/1/1989,0.768473801,0.231526199,0.269149477,-0.5671,3.0448
7/1/1989,0.789219882,0.210780118,7.573900535,9.029,2.1256
8/1/1989,0.809243064,0.190756936,1.29946379,1.955,-1.4815
9/1/1989,0.828493299,0.171506701,-0.248442602,-0.4058,0.5117
10/1/1989,0.846922472,0.153077528,-1.589631185,-2.322,2.4623
11/1/1989,0.86448452,0.13551548,1.892189534,2.0394,0.9531
12/1/1989,0.881135546,0.118864454,2.147755142,2.4014,0.2675
1/1/1990,0.896833932,0.103166068,-6.143486841,-6.7135,-1.1883
2/1/1990,0.91154044,0.08845956,1.212981161,1.2993,0.3235
3/1/1990,0.92521831,0.07478169,2.446414879,2.6382,0.0736
4/1/1990,0.937833357,0.062166643,-2.39637617,-2.4945,-0.9161
5/1/1990,0.949354048,0.050645952,9.405110213,9.7489,2.9608
6/1/1990,0.959751588,0.040248412,-0.582773869,-0.6745,1.6045
7/1/1990,0.968999988,0.031000012,-0.26651938,-0.3193,1.3833
8/1/1990,0.977076133,0.022923867,-8.862403699,-9.039,-1.3354
9/1/1990,0.983959836,0.016040164,-4.77536891,-4.8667,0.8272
10/1/1990,0.989633891,0.010366109,-0.408225299,-0.4258,1.2696
11/1/1990,0.994084117,0.005915883,6.438791895,6.4643,2.1525
12/1/1990,0.99729939,0.00270061,2.78358149,2.7869,1.5581
1/1/1991,0.999271673,0.000728327,4.351429367,4.3537,1.2361
2/1/1991,0.999996037,3.96335E-06,7.15127504,7.1513,0.8536
3/1/1991,0.999470671,0.000529329,2.420582355,2.4215,0.6879
4/1/1991,0.997696889,0.002303111,0.238749584,0.2368,1.0833
5/1/1991,0.994679123,0.005320877,4.294156855,4.314,0.5847
6/1/1991,0.990424918,0.009575082,-4.537821048,-4.5812,-0.0508
7/1/1991,0.984944905,0.015055095,4.611705104,4.661,1.3867
8/1/1991,0.978252783,0.021747217,2.364737471,2.3692,2.164
9/1/1991,0.970365278,0.029634722,-1.563954493,-1.6736,2.0263
10/1/1991,0.961302105,0.038697895,1.335649177,1.3446,1.1133
11/1/1991,0.951085917,0.048914083,-3.787551379,-4.0295,0.9169
12/1/1991,0.939742249,0.060257751,10.92650365,11.4367,2.9698
1/1/1992,0.927299454,0.072700546,-1.827017085,-1.8636,-1.3604
2/1/1992,0.913788633,0.086211367,1.239410911,1.295,0.6502
3/1/1992,0.899243556,0.100756444,-1.805645276,-1.9448,-0.5637
4/1/1992,0.883700578,0.116299422,2.67784101,2.9352,0.7223
5/1/1992,0.867198549,0.132801451,0.675770507,0.4903,1.8869
6/1/1992,0.849778714,0.150221286,-1.056971393,-1.4871,1.3762
7/1/1992,0.831484615,0.168515385,3.740669186,4.0853,2.0402
8/1/1992,0.812361977,0.187638023,-1.472502704,-2.0466,1.013
9/1/1992,0.792458596,0.207541404,1.177296168,1.1752,1.1853
10/1/1992,0.771824222,0.228175778,-0.035772996,0.3456,-1.3258
11/1/1992,0.750510428,0.249489572,2.561126472,3.405,0.0226
12/1/1992,0.728570489,0.271429511,1.325774627,1.2273,1.5901
1/1/1993,0.706059243,0.293940757,1.154067535,0.8362,1.9176
2/1/1993,0.683032955,0.316967045,1.485756426,1.3629,1.7505
3/1/1993,0.659549181,0.340450819,1.533480583,2.11,0.4166
4/1/1993,0.635666617,0.364333383,-1.282720879,-2.417,0.6963
5/1/1993,0.611444957,0.388555043,1.685200606,2.6752,0.1273
6/1/1993,0.586944743,0.413055257,0.920437463,0.2928,1.8123
7/1/1993,0.562227212,0.437772788,0.02148895,-0.4021,0.5655
8/1/1993,0.537354145,0.462645855,2.849815958,3.7944,1.7527
9/1/1993,0.512387713,0.487612287,-0.258898086,-0.7666,0.2746
10/1/1993,0.487390317,0.512609683,1.199775327,2.0687,0.3736
11/1/1993,0.46242444,0.53757556,-0.896564989,-0.95,-0.8506
12/1/1993,0.437552481,0.562447519,0.834228813,1.21,0.5419
1/1/1994,0.412836609,0.587163391,2.196373766,3.4,1.3501
2/1/1994,0.3883386,0.6116614,-2.11697865,-2.715,-1.7373
3/1/1994,0.364119687,0.635880313,-3.155261159,-4.36,-2.4654
4/1/1994,0.340240403,0.659759597,-0.090629841,1.282,-0.7985
5/1/1994,0.316760435,0.683239565,0.510555281,1.642,-0.014
6/1/1994,0.293738471,0.706261529,-0.875672426,-2.45,-0.2209
7/1/1994,0.271232053,0.728767947,2.338277835,3.284,1.9863
8/1/1994,0.249297436,0.750702564,1.115206605,4.1,0.124
9/1/1994,0.227989445,0.772010555,-1.693679327,-2.445,-1.4718
10/1/1994,0.207361338,0.792638662,0.395316822,2.247,-0.0891
11/1/1994,0.187464676,0.812535324,-0.86312919,-3.642,-0.222
12/1/1994,0.168349189,0.831650811,0.823916732,1.483,0.6905
1/1/1995,0.150062656,0.849937344,2.071138471,2.593,1.979
2/1/1995,0.132650785,0.867349215,2.579062867,3.897,2.3775
3/1/1995,0.116157095,0.883842905,0.88501721,2.951,0.6135
4/1/1995,0.100622813,0.899377187,1.552584239,2.945,1.3968
5/1/1995,0.086086765,0.913913235,3.880658845,3.997,3.8697
6/1/1995,0.072585286,0.927414714,0.848503346,2.323,0.7331
7/1/1995,0.06015212,0.93984788,-0.010403602,3.316,-0.2233
8/1/1995,0.048818345,0.951181655,1.160139426,0.251,1.2068
9/1/1995,0.038612289,0.961387711,1.098181825,4.22,0.9728
10/1/1995,0.029559462,0.970440538,1.251408147,-0.357,1.3004
11/1/1995,0.021682492,0.978317508,1.561097093,4.39,1.4984
12/1/1995,0.015001066,0.984998934,1.411141057,1.926,1.4033
1/1/1996,0.009531885,0.990468115,0.690117365,3.404,0.664
2/1/1996,0.005288619,0.994711381,-1.724104773,0.927,-1.7382
3/1/1996,0.002281873,0.997718127,-0.691316426,0.963,-0.6951
4/1/1996,0.000519164,0.999480836,-0.561242826,1.474,-0.5623
5/1/1996,4.89672E-06,0.999995103,-0.202986377,2.579,-0.203
6/1/1996,0.000740357,0.999259643,1.342187851,0.381,1.3429
7/1/1996,0.002723706,0.997276294,0.260821461,-4.418,0.2736
8/1/1996,0.005949987,0.994050013,-0.153954855,2.109,-0.1675
9/1/1996,0.010411135,0.989588865,1.783051426,5.628,1.7426
10/1/1996,0.016096001,0.983903999,2.223838519,2.758,2.2151
11/1/1996,0.022990375,0.977009625,1.847206331,7.559,1.7128
12/1/1996,0.031077024,0.968922976,-0.962371276,-1.981,-0.9297
1/1/1997,0.040335737,0.959664263,0.545866883,6.248,0.3062
2/1/1997,0.050743371,0.949256629,0.275862927,0.784,0.2487
