-4.84391,-6.3627,-4.193
-1.44713,-1.9253,-1.2422
3.86934,3.1755,4.1667
8.08949,10.1925,7.1882
2.65498,2.0555,2.9119
-1.43759,-2.2155,-1.1042
6.36327,6.9792,6.0993
4.35778,2.9211,4.9735
-0.23298,-1.5137,0.3159
-9.68268,-9.9029,-9.5883
2.27486,4.1272,1.481
1.95808,2.1489,1.8763
4.56384,4.3796,4.6428
-2.29108,-3.996,-1.5604
6.38943,6.5036,6.3405
1.16432,0.3953,1.4939
-0.89365,-1.4764,-0.6439
4.97674,4.9451,4.9903
1.885,1.0597,2.2387
5.67819,5.7197,5.6604
1.21147,0.9468,1.3249
-7.92761,-7.0461,-8.3054
5.36327,5.7125,5.2136
4.26292,3.9013,4.4179
8.43463,9.603,7.9339
-0.96039,-1.011,-0.9387
-12.2176807,-10.6809,-12.876301
3.50502,3.0888,3.6834
6.12737,4.588,6.7871
4.60111,2.8201,5.3644
7.26408,7.9295,6.9789
3.07034,1.7143,3.6515
3.23915,2.9294,3.3719
2.11903,1.4184,2.4193
7.71052,9.2998,7.0294
-3.87138,-2.9331,-4.2735
-3.55011,-4.1897,-3.276
1.71266,2.6403,1.3151
6.10452,4.156,6.9396
-1.9034,-1.6381,-2.0171
0.62435,1.7447,0.1442
-1.26764,-1.4264,-1.1996
-0.97175,-1.1191,-0.9086
-5.2046,-5.3355,-5.1485
-5.74764,-4.9103,-6.1065
5.74975,4.8226,6.1471
4.65981,4.3565,4.7898
-2.91638,-3.3221,-2.7425
-2.90408,-1.0348,-3.7052
-5.60134,-5.2281,-5.7613
-0.91533,-0.7222,-0.9981
4.05117,3.6885,4.2066
-5.24562,-4.3478,-5.6304
-2.40646,-1.3636,-2.8534
-2.94316,-1.9129,-3.3847
13.21565,12.026,13.7255
1.83935,0.0967,2.5862
11.75706,10.8717,12.1365
3.29318,5.0268,2.5502
1.97982,1.908,2.0106
4.7726,3.6232,5.2652
3.05542,2.6224,3.241
3.06818,2.6661,3.2405
6.67546,7.2027,6.4495
1.3128,-1.4844,2.5116
1.68108,3.9096,0.726
-2.74746,-2.6174,-2.8032
1.3797,1.1067,1.4967
2.16997,2.0719,2.212
-2.11638,-1.5456,-2.361
2.85278,2.0069,3.2153
-0.23053,-0.0311,-0.316
-1.16767,-1.7227,-0.9298
-4.58568,-3.681,-4.9734
2.51294,2.2111,2.6423
-1.17165,-0.4496,-1.4811
-6.00018,-6.1427,-5.9391
0.5818,1.1838,0.3238
-1.95323,-0.3846,-2.6255
11.91318,11.2934,12.1788
-0.40068,-0.7546,-0.249
-0.19307,1.2357,-0.8054
-0.53344,-1.6596,-0.0508
2.31531,2.733,2.1363
7.60592,7.441,7.6766
0.86793,0.2534,1.1313
-1.54564,-1.4069,-1.6051
-0.58018,-1.4668,-0.2002
5.35806,5.2539,5.4027
0.51677,0.2829,0.617
1.18259,1.005,1.2587
-0.91578,-1.0779,-0.8463
-4.0916,-3.5708,-4.3148
3.73287,3.863,3.6771
7.15204,7.294,7.0912
4.44318,5.0358,4.1892
1.52245,2.2277,1.2202
6.14067,7.3446,5.6247
3.93962,5.188,3.4046
-1.10856,-1.0079,-1.1517
3.8288,4.4364,3.5684
-0.50023,1.0446,-1.1623
-6.33995,-5.3435,-6.767
7.57411,6.085,8.2123
-6.33467,-8.9841,-5.1992
4.84808,4.6672,4.9256
2.50214,3.2895,2.1647
-2.44011,-1.6237,-2.79
11.1475397,13.730399,10.0406
4.66232,4.2909,4.8215
2.17855,2.8243,1.9018
-0.85995,0.273,-1.3455
1.21078,0.3404,1.5838
4.78516,4.8168,4.7716
6.18901,5.0163,6.6916
3.67217,4.7767,3.1988
